Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
36,61,2.5,14,clear,1019.32,5,Winter,6,coastal,Sunny
-9,96,0,65,overcast,999.81,0,Winter,3.5,inland,Snowy
23,57,12.5,21,overcast,1008.93,2,Autumn,8,mountain,Cloudy
33,53,6,44,partly cloudy,1011.26,2,Spring,5.5,mountain,Cloudy
55,96,3,84,partly cloudy,1007.32,12,Spring,8.5,mountain,Cloudy
44,24,2.5,97,partly cloudy,805.4,0,Summer,8,inland,Cloudy
30,53,2,22,overcast,1004.61,2,Spring,8,coastal,Cloudy
29,71,7.5,22,partly cloudy,1002.82,1,Autumn,8,inland,Cloudy
-3,96,5,53,partly cloudy,982.79,1,Winter,3,mountain,Snowy
19,67,12.5,98,partly cloudy,994.55,1,Autumn,3,coastal,Rainy
23,70,9.5,38,partly cloudy,1019.56,1,Summer,7,mountain,Cloudy
22,66,7,23,overcast,1005.65,2,Winter,8.5,coastal,Cloudy
24,51,6,60,overcast,820.41,1,Autumn,3.5,coastal,Snowy
55,103,22.5,95,partly cloudy,1007.41,5,Winter,8,coastal,Cloudy
37,40,2,13,partly cloudy,1018.46,5,Spring,10,inland,Sunny
34,68,10.5,62,overcast,1012.09,2,Summer,2,coastal,Rainy
23,67,9,21,overcast,1002.66,1,Spring,6.5,mountain,Cloudy
0,94,9.5,76,overcast,997.53,0,Winter,4,mountain,Snowy
-10,61,7.5,50,overcast,980.37,0,Winter,4,mountain,Snowy
-1,83,19,85,partly cloudy,982.46,7,Winter,4,inland,Snowy
21,101,11.5,77,overcast,1003.65,10,Summer,1,inland,Rainy
12,98,19.5,61,partly cloudy,1004.98,1,Winter,3.5,mountain,Rainy
30,60,12,14,overcast,1009.05,1,Autumn,6,mountain,Cloudy
18,39,12,39,overcast,988.64,6,Spring,9,mountain,Snowy
24,83,20,101,overcast,995.39,3,Winter,0.5,inland,Rainy
12,93,9.5,86,overcast,996.35,0,Spring,1.5,coastal,Rainy
27,75,21,70,partly cloudy,1000.86,6,Spring,4.5,coastal,Cloudy
20,83,11,70,overcast,1003.02,1,Spring,4.5,inland,Rainy
-4,86,14.5,84,overcast,993.7,1,Winter,2,mountain,Snowy
-20,42,10,42,cloudy,1177.21,7,Autumn,1,mountain,Rainy
38,48,3.5,5,clear,1012.26,5,Autumn,9.5,mountain,Sunny
27,107,30.5,70,overcast,1003.72,11,Summer,2,mountain,Rainy
25,64,11.5,58,overcast,1015.31,2,Spring,3.5,coastal,Rainy
25,67,7.5,62,overcast,1008.04,3,Autumn,2,mountain,Rainy
20,61,1,4,clear,1019.47,6,Summer,9,mountain,Sunny
10,70,12,30,overcast,1013.4,3,Winter,6,inland,Cloudy
22,75,10,31,overcast,1000.79,4,Winter,7,inland,Cloudy
4,81,9.5,80,partly cloudy,984.34,1,Winter,1.5,mountain,Snowy
11,50,1.5,14,overcast,1015.95,3,Winter,6.5,mountain,Cloudy
14,65,16.5,96,partly cloudy,1007.99,0,Autumn,1,mountain,Rainy
33,97,18.5,82,overcast,1008.39,0,Winter,4,inland,Rainy
-9,85,15,88,overcast,983.37,1,Winter,4.5,inland,Snowy
18,75,15.5,67,overcast,1015.03,0,Spring,2,mountain,Rainy
2,91,10.5,93,overcast,996.91,1,Winter,4.5,mountain,Snowy
19,66,5,64,partly cloudy,1012.05,0,Autumn,1,inland,Rainy
25,54,7,47,partly cloudy,1011.13,3,Spring,7,inland,Cloudy
31,36,1,95,overcast,945.27,12,Winter,2.5,mountain,Cloudy
59,95,10.5,74,overcast,1016.59,6,Summer,3.5,coastal,Rainy
34,68,13,62,overcast,997.87,1,Summer,2.5,coastal,Rainy
41,69,10,27,cloudy,921.64,3,Autumn,1.5,mountain,Rainy
-6,49,13.5,49,partly cloudy,1161.34,11,Summer,13,coastal,Snowy
4,63,9.5,59,overcast,994.63,0,Winter,2.5,inland,Snowy
0,82,17.5,92,overcast,986.86,0,Winter,5,mountain,Snowy
35,38,1,86,overcast,870.6,11,Summer,5.5,mountain,Sunny
37,25,9.5,6,partly cloudy,1028.14,6,Spring,9,inland,Sunny
18,70,9,92,overcast,1009.71,3,Spring,2,coastal,Rainy
23,21,0,16,clear,1025.67,6,Autumn,9,inland,Sunny
38,74,11.5,35,cloudy,940.77,12,Spring,11.5,inland,Rainy
27,52,5.5,12,clear,1026.19,11,Summer,9.5,mountain,Sunny
31,60,7,81,partly cloudy,997.83,1,Winter,3.5,coastal,Rainy
20,55,6.5,42,overcast,1006.69,1,Spring,8.5,coastal,Cloudy
34,62,13.5,60,overcast,1013.58,2,Spring,3.5,inland,Rainy
17,73,17.5,93,overcast,1003.31,1,Winter,3,coastal,Rainy
16,66,13.5,19,overcast,1009.24,2,Autumn,5,coastal,Cloudy
13,85,9.5,71,partly cloudy,1013.06,0,Summer,1.5,inland,Rainy
29,75,11.5,14,partly cloudy,1010.79,1,Winter,9,inland,Cloudy
-10,95,4,62,overcast,984.07,0,Winter,1.5,inland,Snowy
30,90,13,63,partly cloudy,1019.57,1,Spring,3,coastal,Rainy
34,20,4.5,36,cloudy,966.37,6,Summer,16,mountain,Rainy
19,95,2,74,partly cloudy,1003.75,4,Spring,2,inland,Cloudy
20,69,7,82,overcast,1010.36,1,Autumn,2,mountain,Rainy
25,93,11.5,96,partly cloudy,1003.56,3,Summer,2.5,mountain,Rainy
21,50,5,47,partly cloudy,1010.87,3,Winter,9,inland,Cloudy
2,93,1.5,109,overcast,980.1,2,Winter,5,inland,Snowy
28,35,1.5,73,cloudy,918.45,0,Summer,10.5,mountain,Sunny
31,68,13.5,82,overcast,1019.94,3,Spring,2,inland,Rainy
18,67,15,73,partly cloudy,1005.72,0,Autumn,4.5,inland,Rainy
-16,27,14.5,64,overcast,880.38,10,Autumn,3.5,mountain,Cloudy
16,80,9,85,partly cloudy,1016.83,6,Spring,8,coastal,Sunny
29,58,0,28,overcast,1007.84,3,Spring,6,mountain,Cloudy
-3,87,11.5,89,partly cloudy,989.61,1,Winter,4,mountain,Snowy
-6,60,6.5,54,overcast,985.87,0,Winter,4,mountain,Snowy
39,36,0.5,13,partly cloudy,1012.36,5,Spring,5.5,inland,Sunny
31,97,19.5,50,overcast,1018.59,3,Autumn,5,coastal,Rainy
9,70,7.5,12,partly cloudy,822.27,2,Winter,18,mountain,Snowy
28,39,1.5,0,clear,1010.35,8,Spring,6,mountain,Sunny
30,61,10.5,28,overcast,1009.71,3,Autumn,8,inland,Cloudy
-10,69,8,97,overcast,993,0,Winter,4.5,mountain,Snowy
15,87,5,68,partly cloudy,1013.81,2,Spring,5,inland,Rainy
3,81,9.5,93,overcast,982.62,0,Winter,1.5,mountain,Snowy
15,53,11.5,41,partly cloudy,1012.1,3,Winter,7.5,coastal,Cloudy
33,80,9.5,53,overcast,994.51,2,Autumn,3.5,mountain,Rainy
27,66,4,1,clear,1022.64,9,Summer,7.5,inland,Sunny
36,81,8,97,clear,1014.11,10,Spring,9.5,coastal,Sunny
21,61,6,17,overcast,1019.35,3,Autumn,6.5,inland,Cloudy
17,94,12.5,79,overcast,1015.11,3,Winter,2,mountain,Rainy
31,91,29.5,104,overcast,995.61,8,Summer,4.5,inland,Rainy
-3,65,9,55,overcast,994.87,0,Winter,4,inland,Snowy
29,30,6,12,clear,1012.61,10,Winter,8.5,mountain,Sunny
34,78,9,42,partly cloudy,1005,1,Winter,8.5,inland,Cloudy
24,41,3,11,clear,1020.28,7,Autumn,7,coastal,Sunny
20,32,5,2,partly cloudy,1019.85,8,Winter,5,mountain,Sunny
35,55,9,9,partly cloudy,1012.58,9,Summer,8,inland,Sunny
-2,82,19.5,85,overcast,981.3,1,Winter,4,mountain,Snowy
17,72,2.5,40,partly cloudy,1005.31,3,Spring,9,mountain,Cloudy
-5,68,8,56,partly cloudy,995.63,1,Winter,2,mountain,Snowy
9,73,10,84,overcast,1000.06,14,Spring,8,mountain,Cloudy
15,65,5,10,partly cloudy,1009.5,4,Winter,6.5,mountain,Cloudy
23,21,6.5,17,partly cloudy,1054.24,7,Winter,7.5,coastal,Snowy
10,73,10.5,49,overcast,1010.36,1,Winter,5.5,inland,Cloudy
-7,69,3,86,overcast,991.57,1,Winter,5,mountain,Snowy
41,56,4.5,6,partly cloudy,1018.48,8,Autumn,9,mountain,Sunny
-7,93,0.5,51,overcast,997.63,1,Winter,5,mountain,Snowy
-2,101,19.5,101,partly cloudy,980.83,0,Winter,5,inland,Snowy
57,103,11,71,partly cloudy,1007.55,1,Summer,1,coastal,Rainy
24,94,19.5,58,overcast,1003.36,0,Spring,2.5,inland,Rainy
16,52,4,29,overcast,1009.5,4,Autumn,6,inland,Cloudy
28,37,7,16,partly cloudy,1021.88,6,Spring,5,mountain,Sunny
2,69,9.5,93,overcast,985.77,0,Winter,2,mountain,Snowy
28,67,3,18,clear,1017.89,10,Winter,7.5,inland,Sunny
37,76,10.5,86,overcast,1073.21,3,Winter,4.5,mountain,Cloudy
42,85,37,100,overcast,1007.39,11,Summer,2.5,mountain,Rainy
36,21,6.5,6,clear,1021.77,8,Spring,5,mountain,Sunny
-1,56,5,70,cloudy,1018.08,14,Winter,8,inland,Snowy
-6,80,1.5,74,overcast,999.42,13,Winter,4.5,inland,Snowy
40,99,13,101,partly cloudy,1011.41,12,Autumn,2,coastal,Cloudy
20,29,4.5,5,clear,1010.43,6,Winter,6,mountain,Sunny
91,106,2.5,92,partly cloudy,1022.18,6,Winter,5,mountain,Sunny
25,57,13.5,22,overcast,1005.37,1,Winter,5.5,inland,Cloudy
47,106,5.5,104,clear,1027.75,12,Autumn,4,coastal,Sunny
17,65,7,64,partly cloudy,1004.05,0,Spring,4,mountain,Rainy
-15,74,6.5,53,cloudy,874.92,6,Summer,8,mountain,Cloudy
82,74,19.5,81,partly cloudy,1022.21,10,Spring,9,coastal,Sunny
10,20,9,60,partly cloudy,827.37,7,Spring,4.5,inland,Rainy
42,62,8.5,13,clear,1026.68,5,Summer,10,coastal,Sunny
16,67,9,16,overcast,1007.01,1,Winter,7.5,mountain,Cloudy
41,53,2.5,1,clear,1015.42,9,Spring,7.5,coastal,Sunny
3,82,17,59,overcast,984.41,0,Winter,4,mountain,Snowy
30,60,11,15,partly cloudy,1014.3,2,Winter,7,mountain,Cloudy
3,97,20,89,partly cloudy,983.22,0,Winter,4,inland,Snowy
49,34,3,64,overcast,1118.38,9,Autumn,5,coastal,Sunny
37,36,8.5,0,clear,1026.5,6,Autumn,6.5,inland,Sunny
26,24,3,17,clear,1010.01,6,Summer,5.5,coastal,Sunny
24,63,8.5,67,overcast,990.04,3,Autumn,4.5,coastal,Rainy
66,83,18,92,partly cloudy,999.46,14,Winter,3,coastal,Rainy
19,70,10,21,partly cloudy,1014.9,1,Winter,6.5,inland,Cloudy
26,51,4.5,46,overcast,903.58,2,Summer,0.5,mountain,Sunny
25,23,0.5,1,clear,1026.46,10,Summer,7,coastal,Sunny
0,102,19.5,85,overcast,988.97,12,Winter,5,mountain,Snowy
30,38,5,2,clear,1018.18,5,Summer,9.5,mountain,Sunny
22,72,12,69,overcast,1018.8,1,Spring,2.5,coastal,Rainy
29,71,21,86,partly cloudy,1013.77,12,Winter,6.5,inland,Cloudy
32,104,27,107,partly cloudy,1015.36,3,Winter,11.5,mountain,Cloudy
24,88,44.5,76,partly cloudy,1005.61,1,Spring,1.5,coastal,Rainy
20,67,7,6,clear,1025.47,5,Spring,5.5,inland,Sunny
16,76,6,36,partly cloudy,1007.38,2,Summer,9,inland,Cloudy
-4,101,9.5,98,partly cloudy,990.81,10,Winter,1.5,mountain,Snowy
21,41,14.5,56,cloudy,902.72,4,Summer,16.5,inland,Cloudy
32,49,2.5,9,clear,1012.59,7,Summer,5,inland,Sunny
11,80,7.5,86,overcast,1006.4,0,Winter,1.5,inland,Rainy
-17,72,8.5,73,overcast,998.45,1,Winter,2,inland,Snowy
4,95,12.5,91,overcast,993.44,7,Winter,4,mountain,Snowy
16,55,5.5,45,overcast,1007.32,1,Spring,7,mountain,Cloudy
-4,82,2,65,overcast,982.57,0,Winter,1.5,inland,Snowy
15,22,2.5,92,overcast,977.7,12,Winter,5,mountain,Snowy
-16,100,18,97,overcast,993.16,11,Winter,2,mountain,Snowy
1,83,17.5,86,overcast,984.97,1,Winter,1,mountain,Snowy
29,67,1.5,5,clear,1024.29,5,Summer,8,coastal,Sunny
23,70,12.5,106,overcast,997.59,0,Winter,2.5,mountain,Rainy
-1,62,3.5,82,overcast,993.44,1,Winter,3,inland,Snowy
28,78,4.5,49,partly cloudy,1003.87,2,Autumn,7,coastal,Cloudy
4,60,17,76,overcast,991.03,1,Winter,5,mountain,Snowy
31,92,4,99,partly cloudy,1010.9,14,Autumn,4.5,coastal,Sunny
44,105,3,86,clear,1015.64,9,Winter,7.5,mountain,Sunny
33,85,16,58,overcast,1004.52,2,Spring,2,mountain,Rainy
37,77,16,75,clear,1018.29,3,Winter,5.5,mountain,Sunny
28,79,7,23,partly cloudy,1018.36,4,Autumn,8.5,coastal,Cloudy
-19,59,4,11,overcast,1022.41,1,Autumn,19,mountain,Snowy
20,102,15,83,overcast,1015.89,10,Spring,6.5,inland,Cloudy
61,104,7.5,85,overcast,1005.83,11,Autumn,5,coastal,Cloudy
24,71,12,59,overcast,1004.05,2,Winter,1,coastal,Rainy
22,63,11.5,12,partly cloudy,1014.55,1,Autumn,7,inland,Cloudy
33,68,2.5,13,partly cloudy,1004.61,2,Spring,7.5,mountain,Cloudy
41,36,8.5,3,clear,1029.51,8,Spring,6.5,coastal,Sunny
36,58,8,1,clear,1015.16,9,Autumn,8.5,mountain,Sunny
40,40,8,1,clear,1013.26,11,Summer,5.5,coastal,Sunny
7,76,17.5,106,overcast,1019.09,2,Autumn,5.5,coastal,Rainy
11,61,11.5,99,overcast,994.58,1,Summer,4,mountain,Rainy
2,75,9,103,overcast,994.71,5,Winter,0.5,inland,Snowy
22,53,3,16,partly cloudy,1023.32,6,Winter,7.5,coastal,Sunny
30,98,10,59,partly cloudy,998.56,3,Autumn,3,inland,Rainy
25,32,8.5,82,partly cloudy,961.73,12,Summer,15,coastal,Sunny
15,78,16,105,overcast,993.73,10,Autumn,0.5,inland,Rainy
10,76,11.5,71,cloudy,1095.61,12,Spring,3,mountain,Snowy
13,67,9,51,overcast,1008.38,2,Spring,3.5,coastal,Rainy
43,30,4,97,partly cloudy,995.64,11,Summer,19,inland,Snowy
-5,66,5,68,overcast,994.28,0,Winter,1.5,mountain,Snowy
22,46,2,12,partly cloudy,1019.55,6,Winter,9.5,mountain,Sunny
31,97,20,54,overcast,1003.01,1,Spring,4.5,mountain,Rainy
16,61,13,80,overcast,995.72,3,Winter,5,coastal,Rainy
19,82,2,106,partly cloudy,1006.7,5,Autumn,5.5,coastal,Cloudy
17,96,12,66,overcast,1008.91,0,Spring,3.5,mountain,Rainy
34,63,19,61,overcast,1001.99,3,Autumn,3,inland,Rainy
8,102,35.5,89,overcast,999.36,4,Winter,2,inland,Snowy
-7,85,1,76,overcast,989.97,1,Winter,3,inland,Snowy
4,98,15.5,67,partly cloudy,987.42,1,Winter,1.5,inland,Snowy
35,68,3.5,69,overcast,1121.27,8,Autumn,18,inland,Rainy
21,65,5,7,clear,1017.57,9,Winter,7,mountain,Sunny
20,99,15,98,overcast,994.3,2,Autumn,2.5,inland,Rainy
25,62,6,8,clear,1020.8,10,Autumn,9.5,inland,Sunny
22,65,6,6,clear,1010.58,5,Spring,5.5,coastal,Sunny
-4,91,7.5,66,overcast,986.45,1,Winter,2,mountain,Snowy
19,69,11,86,overcast,1013.98,1,Summer,1.5,coastal,Rainy
23,61,10,72,partly cloudy,999.82,3,Winter,4.5,mountain,Rainy
28,56,4.5,38,partly cloudy,1005.76,4,Winter,8.5,inland,Cloudy
15,99,20,76,overcast,999.95,4,Winter,1.5,coastal,Rainy
0,86,19.5,53,overcast,988.5,0,Winter,4,inland,Snowy
36,57,4.5,11,partly cloudy,1015.75,7,Spring,6,mountain,Sunny
29,65,18,91,partly cloudy,1010.71,0,Winter,5,coastal,Rainy
-8,79,18.5,95,partly cloudy,996.93,1,Winter,1.5,inland,Snowy
-10,72,9.5,89,overcast,829.83,0,Spring,8,mountain,Rainy
26,61,13.5,73,partly cloudy,995.23,2,Autumn,2,inland,Rainy
30,45,6,9,clear,1012.48,7,Summer,8,mountain,Sunny
2,66,7.5,74,overcast,986.01,1,Winter,2,mountain,Snowy
30,48,7,18,clear,1010.23,9,Summer,10,coastal,Sunny
24,83,15.5,89,overcast,1017.03,1,Summer,3.5,mountain,Rainy
-8,76,12.5,50,overcast,992.61,0,Winter,3,inland,Snowy
33,99,16.5,89,overcast,1015.58,2,Autumn,4.5,mountain,Rainy
31,61,6.5,14,partly cloudy,1013.57,8,Summer,8.5,coastal,Sunny
31,57,0.5,23,partly cloudy,1143.34,4,Winter,10.5,mountain,Cloudy
29,48,7,18,clear,1019.97,5,Spring,10,mountain,Sunny
20,58,13.5,40,partly cloudy,1008.25,3,Winter,7,coastal,Cloudy
34,84,12,84,overcast,995.23,3,Summer,4,mountain,Rainy
12,79,15,71,overcast,1012.93,2,Spring,1.5,coastal,Rainy
43,41,9.5,13,clear,1022.24,9,Summer,6,coastal,Sunny
-6,99,8.5,99,overcast,992.5,10,Winter,1,mountain,Snowy
-7,87,7,80,partly cloudy,994.48,0,Winter,3.5,inland,Snowy
-8,80,15.5,84,overcast,985.8,1,Winter,3,mountain,Snowy
21,51,4.5,40,partly cloudy,1010.97,1,Summer,9,inland,Cloudy
31,77,19.5,93,partly cloudy,1027.33,12,Winter,4.5,coastal,Sunny
1,88,1,85,overcast,986.06,0,Winter,2,inland,Snowy
-2,69,10,64,overcast,983.29,0,Winter,4.5,mountain,Snowy
34,55,6.5,19,partly cloudy,1018.38,5,Autumn,7.5,inland,Sunny
28,91,8.5,86,clear,1029.24,6,Autumn,5.5,mountain,Sunny
-10,89,9.5,93,partly cloudy,982.68,0,Winter,3.5,mountain,Snowy
15,73,10.5,38,partly cloudy,1019.92,3,Autumn,5,inland,Cloudy
31,59,10.5,33,partly cloudy,1000.41,3,Winter,7.5,coastal,Cloudy
34,85,20,70,partly cloudy,997.52,1,Spring,1.5,inland,Rainy
12,53,9.5,19,partly cloudy,1003.07,1,Autumn,9,inland,Cloudy
36,32,1.5,19,partly cloudy,1013.5,11,Summer,9,mountain,Sunny
27,67,1.5,24,partly cloudy,1015.25,1,Spring,6.5,mountain,Cloudy
-10,64,18,61,overcast,984.77,0,Winter,2,mountain,Snowy
39,38,8,74,partly cloudy,1163.16,9,Autumn,15,coastal,Cloudy
19,73,3,109,partly cloudy,1008.56,8,Spring,4,inland,Cloudy
26,49,9,10,clear,1021.08,9,Autumn,7,coastal,Sunny
22,86,12,65,partly cloudy,999.86,1,Summer,3.5,mountain,Rainy
-5,81,18,88,overcast,988.33,1,Winter,2.5,mountain,Snowy
55,78,3,91,clear,1029.67,2,Autumn,3,inland,Sunny
26,63,12.5,82,overcast,991.38,0,Autumn,2,inland,Rainy
22,67,4,45,overcast,1011.7,2,Summer,7,inland,Cloudy
46,76,28.5,108,overcast,1000.36,4,Autumn,2.5,mountain,Rainy
3,95,15.5,67,overcast,992.03,1,Winter,1,inland,Snowy
32,61,13.5,10,partly cloudy,1005.59,3,Spring,7,coastal,Cloudy
21,80,13.5,59,overcast,998.35,0,Spring,4.5,coastal,Rainy
48,91,32,85,overcast,1008.97,2,Autumn,2.5,inland,Rainy
42,61,13,69,overcast,1004.98,0,Summer,11,mountain,Snowy
3,77,12,59,overcast,991.63,0,Winter,4,mountain,Snowy
14,64,5,47,overcast,1017.75,3,Summer,6,mountain,Cloudy
14,56,10,44,overcast,1008.83,4,Summer,8,mountain,Cloudy
20,61,18,58,overcast,1018.79,1,Summer,4.5,coastal,Rainy
53,108,7.5,73,clear,1023.18,13,Winter,6.5,mountain,Sunny
-2,60,2,91,overcast,985.21,0,Winter,5,mountain,Snowy
32,24,4.5,19,clear,1012.66,5,Spring,8.5,inland,Sunny
21,23,9,71,partly cloudy,1112.88,11,Summer,2,inland,Rainy
15,85,28,92,partly cloudy,1003.57,9,Summer,0.5,coastal,Cloudy
19,67,4.5,21,partly cloudy,1010.75,1,Winter,6,inland,Cloudy
19,86,9,97,partly cloudy,995.9,1,Winter,1.5,inland,Rainy
34,76,4,49,partly cloudy,1013.56,4,Winter,5,mountain,Cloudy
2,81,19.5,64,overcast,991.54,1,Winter,2,inland,Snowy
13,75,2,48,overcast,1017.18,2,Winter,5.5,inland,Cloudy
25,72,12,24,overcast,1017.17,2,Autumn,7,mountain,Cloudy
32,67,8.5,19,overcast,1015.46,2,Spring,8,inland,Cloudy
18,63,7,16,overcast,1009.44,1,Winter,6.5,coastal,Cloudy
2,89,11.5,94,overcast,993.3,1,Winter,3.5,mountain,Snowy
26,88,7.5,92,overcast,992.28,1,Spring,4,coastal,Rainy
0,46,8,45,overcast,1080.2,9,Spring,3.5,coastal,Sunny
11,62,9.5,20,partly cloudy,1007.4,3,Spring,5.5,mountain,Cloudy
36,58,6.5,13,clear,1011.95,9,Autumn,8.5,inland,Sunny
32,67,5.5,35,partly cloudy,1016.79,3,Winter,5.5,coastal,Cloudy
17,79,17.5,90,partly cloudy,994.97,2,Summer,2,inland,Rainy
24,54,6,47,overcast,1008.42,3,Summer,8,mountain,Cloudy
33,46,2.5,11,partly cloudy,1021.87,6,Autumn,6,mountain,Sunny
14,82,5,85,partly cloudy,1003.88,1,Spring,1.5,inland,Rainy
33,78,12.5,55,overcast,1009.8,1,Summer,4.5,coastal,Rainy
-4,70,1.5,92,overcast,999.64,0,Winter,3.5,mountain,Snowy
30,82,12,68,overcast,1000.06,1,Spring,3.5,inland,Rainy
11,70,12,45,partly cloudy,1001.01,2,Spring,8,inland,Cloudy
11,35,11.5,89,partly cloudy,954.53,14,Autumn,18.5,inland,Sunny
16,70,14,57,overcast,1015.77,0,Summer,4.5,coastal,Rainy
1,75,11.5,95,partly cloudy,982.4,0,Winter,2.5,inland,Snowy
21,21,6.5,9,clear,1016.22,11,Autumn,8.5,inland,Sunny
42,45,3.5,3,clear,1017.33,8,Spring,7.5,coastal,Sunny
-7,82,18.5,55,partly cloudy,992.44,0,Winter,1,inland,Snowy
-5,34,14.5,91,partly cloudy,1125.08,6,Spring,2.5,mountain,Snowy
2,66,6,61,partly cloudy,985.05,1,Winter,1.5,mountain,Snowy
28,70,10,76,overcast,1011.27,1,Summer,2.5,inland,Rainy
17,51,2,20,partly cloudy,1011.82,1,Winter,6,mountain,Cloudy
33,74,5.5,93,overcast,993.4,1,Autumn,4.5,mountain,Rainy
-1,64,7.5,70,overcast,994.69,1,Winter,4.5,mountain,Snowy
30,88,12,84,overcast,1006.2,1,Autumn,2,coastal,Rainy
28,36,4,5,partly cloudy,1021.31,11,Spring,6,mountain,Sunny
43,92,14,72,clear,1027.92,10,Summer,4.5,inland,Sunny
1,60,18.5,64,overcast,994.13,0,Winter,5,mountain,Snowy
-3,101,28,84,overcast,991.4,11,Winter,6,mountain,Snowy
31,53,7.5,5,clear,1023.5,10,Autumn,9.5,inland,Sunny
23,54,6,27,partly cloudy,1010.01,1,Summer,5.5,coastal,Cloudy
37,73,11,84,cloudy,1005.06,1,Winter,6.5,inland,Cloudy
33,71,9.5,29,partly cloudy,1016.66,3,Autumn,5.5,inland,Cloudy
33,30,4.5,10,clear,1025.84,5,Winter,5.5,mountain,Sunny
19,75,13.5,10,overcast,1008.41,1,Summer,7.5,coastal,Cloudy
28,72,6,65,partly cloudy,1013.91,3,Summer,3,coastal,Rainy
23,78,17.5,54,overcast,990.24,2,Summer,4,mountain,Rainy
31,94,16.5,65,overcast,1006.65,3,Spring,5,mountain,Rainy
40,27,4,6,clear,1015.34,7,Winter,8.5,coastal,Sunny
18,62,12,87,overcast,1016.92,2,Autumn,5,coastal,Rainy
32,69,6,13,partly cloudy,1017.58,5,Winter,6.5,coastal,Sunny
22,91,5,68,partly cloudy,990.91,1,Winter,1.5,inland,Rainy
35,25,7.5,14,partly cloudy,1022.54,5,Summer,5,inland,Sunny
30,57,2.5,41,partly cloudy,1017.86,2,Winter,6,coastal,Cloudy
12,64,1.5,38,partly cloudy,1018.65,3,Spring,5.5,mountain,Cloudy
1,77,18.5,55,overcast,991.04,1,Winter,5,mountain,Snowy
0,79,14.5,98,overcast,980.72,1,Winter,2,inland,Snowy
13,72,1.5,46,overcast,1000.55,4,Spring,8,coastal,Cloudy
-5,66,5.5,72,overcast,993.83,0,Winter,3,inland,Snowy
24,70,12,16,overcast,1008,2,Winter,8,mountain,Cloudy
23,49,5.5,9,clear,1011.81,9,Autumn,8,inland,Sunny
33,58,6.5,1,clear,1026.56,8,Summer,5.5,mountain,Sunny
22,96,27.5,95,partly cloudy,1004.06,9,Summer,2.5,coastal,Cloudy
24,27,9,12,clear,1028.62,9,Autumn,5,mountain,Sunny
11,68,8,73,overcast,995.42,3,Winter,2.5,coastal,Rainy
-10,99,5.5,94,partly cloudy,994.11,0,Winter,3.5,inland,Snowy
30,81,11,97,overcast,1018.76,1,Autumn,3,inland,Rainy
31,68,12.5,46,partly cloudy,1003.94,2,Spring,8.5,inland,Cloudy
0,86,0.5,79,overcast,984,0,Winter,2.5,mountain,Snowy
20,72,8,43,overcast,1016.74,3,Summer,8.5,coastal,Cloudy
16,82,5.5,82,partly cloudy,1012.96,1,Winter,1.5,inland,Rainy
22,74,16,82,overcast,994.28,2,Summer,4.5,mountain,Rainy
31,99,9.5,93,overcast,1018.47,3,Winter,3.5,coastal,Rainy
29,63,8.5,9,clear,1018.05,9,Spring,7,coastal,Sunny
48,47,1.5,97,overcast,932.54,4,Spring,17,coastal,Sunny
36,60,7,9,clear,1012.51,8,Autumn,5.5,mountain,Sunny
39,68,5.5,2,clear,1013.68,11,Winter,9.5,coastal,Sunny
23,79,9,14,overcast,1005.9,1,Autumn,8,coastal,Cloudy
25,26,13,93,overcast,955.32,8,Autumn,6.5,mountain,Sunny
4,88,7,85,overcast,988.15,1,Winter,1.5,mountain,Snowy
41,53,3.5,15,clear,1027.23,6,Winter,9.5,coastal,Sunny
14,50,13.5,43,overcast,1011.2,4,Summer,8.5,inland,Cloudy
22,49,0,10,clear,1023.31,10,Summer,6.5,inland,Sunny
1,83,6,54,overcast,982.91,0,Winter,4,mountain,Snowy
1,95,4,97,overcast,987.61,0,Winter,3,inland,Snowy
32,61,10,96,partly cloudy,1174.4,13,Summer,15,coastal,Cloudy
16,74,14,27,partly cloudy,1009.27,3,Autumn,8.5,inland,Cloudy
47,105,19,76,clear,1021.14,0,Autumn,9.5,mountain,Sunny
12,73,13.5,17,overcast,1005.01,3,Winter,5.5,inland,Cloudy
20,70,10,31,overcast,1001.78,1,Winter,7,coastal,Cloudy
33,57,14,12,overcast,1014.75,2,Summer,6,mountain,Cloudy
28,87,7.5,77,overcast,999.7,2,Spring,4,mountain,Rainy
-20,64,11.5,78,partly cloudy,1007.36,14,Summer,16.5,inland,Snowy
16,55,2.5,40,overcast,1003.02,3,Autumn,7,inland,Cloudy
0,71,19.5,53,overcast,980.18,0,Winter,4,inland,Snowy
28,44,1,9,clear,1015.33,9,Spring,6.5,inland,Sunny
-2,82,19,93,partly cloudy,990.9,1,Winter,2,mountain,Snowy
12,89,19,98,overcast,991.74,0,Winter,4.5,coastal,Rainy
-5,73,14.5,52,overcast,999.76,0,Winter,1.5,inland,Snowy
25,81,8.5,53,overcast,1012.74,3,Summer,1,inland,Rainy
21,54,0,16,overcast,1018.63,3,Autumn,5.5,coastal,Cloudy
28,65,6.5,44,partly cloudy,1015.54,2,Autumn,5.5,mountain,Cloudy
11,60,9,47,overcast,1017.79,1,Summer,8.5,coastal,Cloudy
